,city,city_id,cloudiness,cod,country,date,humidity,lat,lon,main_pressure,main_temp,sys_country,sys_id,sys_sunrise,sys_sunset,sys_type,temp_max,temp_min,timezone,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_speed
130,Tiksi,NaN,94.0,NaN,RU,1573177874.0,96.0,71.64,128.87,NaN,NaN,RU,NaN,NaN,NaN,NaN,-5.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.68
131,Torbay,6167817,75.0,200,CA,1573177913.0,69.0,47.66,-52.73,1019,39.2,CA,998,1573122224,1573157127,1,39.2,39.2,-12600,24140,broken clouds,04n,803,Clouds,270,17.22
132,Mar del Plata,NaN,0.0,NaN,AR,1573177874.0,33.0,-46.43,-67.52,NaN,NaN,AR,NaN,NaN,NaN,NaN,51.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.19
133,Washington DC.,4366164,90.0,200,US,1573177848.0,81.0,38.9,-77.04,1018,51.8,US,3614,1573126902,1573164119,1,53.6,48.2,-18000,11265,light rain,10n,500,Rain,310,3.36
134,Narsaq,3421719,100.0,200,GL,1573177896.0,30.0,60.91,-46.05,NaN,NaN,GL,47,1573123547,1573152598,1,42.8,NaN,-10800,NaN,NaN,NaN,NaN,NaN,NaN,26.4
135,Souillac,3026644,94.0,200,FR,1573177908.0,87.0,45.6,-0.6,1000,45.37,FR,6452,1573195879,1573231257,1,46.4,44.6,3600,10000,light rain,10n,500,Rain,180,20.8
136,Nhulunbuy,2064735,75.0,200,AU,1573178159.0,58.0,-12.18,136.78,1012,87.8,AU,9576,1573157910,1573203281,1,87.8,87.8,34200,10000,broken clouds,04d,803,Clouds,360,12.75
137,Muros,3115824,75.0,200,ES,1573178160.0,100.0,42.77,-9.06,1015,41.94,ES,6434,1573197520,1573233678,1,42.8,41,3600,6000,shower rain,09n,521,Rain,300,6.93
138,Bilma,NaN,0.0,NaN,NE,1573177937.0,22.0,18.69,12.92,NaN,NaN,NE,NaN,NaN,NaN,NaN,70.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.14
139,Longyearbyen,2729907,96.0,200,NO,1573177898.0,78.0,78.22,15.63,1021,12.2,NO,1663,0,0,1,12.2,12.2,3600,10000,overcast clouds,04n,804,Clouds,109,4.63
140,Tiarei,4033356,75.0,200,PF,1573178164.0,58.0,-17.53,-149.33,1010,87.8,PF,7318,1573139769,1573185953,1,87.8,87.8,-36000,10000,broken clouds,04n,803,Clouds,270,10.29
141,Nakamura,1856057,20.0,200,JP,1573178165.0,48.0,35.17,136.87,1017,62.6,JP,8009,1573161582,1573199565,1,62.6,62.6,32400,10000,few clouds,02d,801,Clouds,320,25.28
142,Cabo San Lucas,3985710,90.0,200,MX,1573177857.0,74.0,22.89,-109.91,1015,79.79,MX,7151,1573133273,1573173527,1,80.6,78.8,-25200,12874,overcast clouds,04n,804,Clouds,220,4.7
143,Hobart,2163355,40.0,200,AU,1573177869.0,70.0,-42.88,147.33,998,48.2,AU,9545,1573152370,1573203756,1,48.2,48.2,39600,10000,shower rain,09d,521,Rain,200,8.05
144,Le Vauclin,3570392,40.0,200,MQ,1573178170.0,74.0,14.55,-60.84,1013,82.4,MQ,8779,1573120848,1573162397,1,82.4,82.4,-14400,10000,scattered clouds,03n,802,Clouds,100,11.41
145,New Norfolk,2155415,40.0,200,AU,1573177881.0,70.0,-42.78,147.06,998,48.2,AU,9545,1573152449,1573203807,1,48.2,48.2,39600,10000,shower rain,09d,521,Rain,200,8.05
146,Zlitan,NaN,0.0,NaN,LY,1573178172.0,66.0,32.47,14.57,NaN,NaN,LY,NaN,NaN,NaN,NaN,64.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.14
147,Villa Maria,3688689,20.0,200,CO,1573178173.0,87.0,4.5,-74.09,1025,66.38,CO,8582,1573123310,1573166295,1,73.4,57.2,-18000,10000,few clouds,02n,801,Clouds,20,3.36
148,Bonthe,NaN,100.0,NaN,SL,1573178174.0,86.0,7.53,-12.5,NaN,NaN,SL,NaN,NaN,NaN,NaN,78.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.04
149,Portland,4975802,90.0,200,US,1573177715.0,87.0,43.66,-70.25,1015,39.45,US,5454,1573125858,1573161903,1,42.8,37.4,-18000,11265,light rain,10n,500,Rain,360,4.7
150,Esperance,2071860,90.0,200,AU,1573177897.0,77.0,-33.86,121.89,1027,59,AU,9525,1573159583,1573208756,1,59.0,59,28800,10000,overcast clouds,04d,804,Clouds,70,11.41
151,Kapaa,5848280,90.0,200,US,1573177837.0,61.0,22.08,-159.32,1013,81.59,US,7873,1573145070,1573185447,1,82.4,80.6,-36000,16093,overcast clouds,04n,804,Clouds,30,11.41
152,Fortuna,5563839,75.0,200,US,1573177875.0,100.0,40.6,-124.16,1019,49.26,US,4127,1573138420,1573175220,1,50.0,48.2,-28800,2414,broken clouds,04n,803,Clouds,34,0.25
153,Bredasdorp,1015776,14.0,200,ZA,1573177846.0,87.0,-34.53,20.04,NaN,NaN,ZA,1966,1573183940,1573233289,1,50.0,NaN,7200,NaN,NaN,NaN,NaN,NaN,NaN,5.82
154,Puerto Escondido,3520994,40.0,200,MX,1573178183.0,70.0,15.86,-97.07,1011,84.2,MX,7157,1573129643,1573170993,1,84.2,84.2,-21600,12874,scattered clouds,03n,802,Clouds,260,3.36
155,Cururupu,NaN,0.0,NaN,BR,1573178184.0,98.0,-1.82,-44.87,NaN,NaN,BR,NaN,NaN,NaN,NaN,72.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24
156,De-Kastri,NaN,14.0,NaN,RU,1573178185.0,66.0,51.48,140.77,NaN,NaN,RU,NaN,NaN,NaN,NaN,21.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.81
157,Port Alfred,NaN,82.0,NaN,ZA,1573177873.0,73.0,-33.59,26.89,NaN,NaN,ZA,NaN,NaN,NaN,NaN,60.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.57
158,Namatanai,NaN,100.0,NaN,PG,1573178167.0,71.0,-3.66,152.44,NaN,NaN,PG,NaN,NaN,NaN,NaN,84.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.57
159,Vila Franca do Campo,3372472,20.0,200,PT,1573177880.0,82.0,37.72,-25.43,1028,60.8,PT,6899,1573200838,1573238217,1,60.8,60.8,-3600,10000,few clouds,02n,801,Clouds,30,4.7
160,Mogadishu,NaN,100.0,NaN,SO,1573178060.0,79.0,2.04,45.34,NaN,NaN,SO,NaN,NaN,NaN,NaN,81.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.99
161,Ostrovnoy,NaN,100.0,NaN,RU,1573177912.0,94.0,68.05,39.51,NaN,NaN,RU,NaN,NaN,NaN,NaN,16.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.02
162,Emba,146639,0.0,200,CY,1573177933.0,55.0,34.81,32.42,1013,66.2,CY,6374,1573186630,1573224657,1,66.2,66.2,7200,10000,clear sky,01n,800,Clear,30,10.29
163,Cascais,2269594,20.0,200,PT,1573178126.0,81.0,38.7,-9.42,1019,54.52,PT,6901,1573197105,1573234266,1,55.4,53.6,0,10000,few clouds,02n,801,Clouds,330,4.7
164,Provideniya,4031574,5.0,200,RU,1573177876.0,83.0,64.42,-173.23,1015,32,RU,8875,1573242058,1573267946,1,32.0,32,43200,10000,clear sky,01n,800,Clear,30,15.66
165,Mount Gambier,2156643,75.0,200,AU,1573177901.0,66.0,-37.83,140.78,1011,55.4,AU,9560,1573154600,1573204670,1,55.4,55.4,37800,10000,broken clouds,04d,803,Clouds,230,20.8
166,Clyde River,5924351,90.0,200,CA,1573177890.0,85.0,70.47,-68.59,1011,21.2,CA,776,1573134106,1573152859,1,21.2,21.2,-18000,14484,light snow,13n,600,Snow,300,11.41
167,Anadyr,2127202,0.0,200,RU,1573178201.0,85.0,64.73,177.51,1018,19.4,RU,8872,1573157824,1573183815,1,19.4,19.4,43200,10000,clear sky,01d,800,Clear,20,6.71
168,Lata,NaN,10.0,NaN,IN,1573177878.0,76.0,30.78,78.62,NaN,NaN,IN,NaN,NaN,NaN,NaN,26.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.61
169,Georgetown,3378644,75.0,200,GY,1573177823.0,88.0,6.8,-58.16,1010,78.66,GY,8776,1573119648,1573162310,1,80.6,77,-14400,10000,broken clouds,04n,803,Clouds,50,6.93
170,Road Town,3577430,20.0,200,VG,1573177898.0,74.0,18.42,-64.62,1015,82.4,VG,8799,1573122046,1573163013,1,82.4,82.4,-14400,16093,few clouds,02n,801,Clouds,70,10.29
171,Kanigiri,NaN,99.0,NaN,IN,1573178206.0,71.0,15.41,79.51,NaN,NaN,IN,NaN,NaN,NaN,NaN,79.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92
172,Mercedes,NaN,0.0,NaN,UY,1573178207.0,73.0,-33.25,-58.03,NaN,NaN,UY,NaN,NaN,NaN,NaN,59.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.19
173,Plettenberg Bay,NaN,100.0,NaN,ZA,1573178208.0,74.0,-34.05,23.37,NaN,NaN,ZA,NaN,NaN,NaN,NaN,59.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.52
174,Cockburn Town,NaN,0.0,NaN,TC,1573177872.0,78.0,21.46,-71.14,NaN,NaN,TC,NaN,NaN,NaN,NaN,82.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.69
175,Dawlatabad,NaN,0.0,NaN,AF,1573178210.0,48.0,36.41,64.91,NaN,NaN,AF,NaN,NaN,NaN,NaN,43.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06
176,Burriana,2520709,33.0,200,ES,1573178211.0,57.0,39.89,-0.08,1009,51.85,ES,6416,1573195002,1573231886,1,53.6,50,3600,10000,scattered clouds,03n,802,Clouds,290,9.17
177,Payson,5779548,1.0,200,US,1573178147.0,41.0,40.04,-111.73,1027,43.47,US,4347,1573135367,1573172306,1,46.4,39.2,-25200,6437,haze,50n,721,Haze,90,4.7
178,Arraial do Cabo,NaN,100.0,NaN,BR,1573177881.0,91.0,-22.97,-42.02,NaN,NaN,BR,NaN,NaN,NaN,NaN,72.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.34
179,Dingle,NaN,5.0,NaN,PH,1573177886.0,73.0,11.0,122.67,NaN,NaN,PH,NaN,NaN,NaN,NaN,84.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.85
180,Talnakh,1490256,20.0,200,RU,1573177900.0,76.0,69.49,88.39,995,-9.41,RU,8951,1573182153,1573202266,1,-9.41,-9.41,25200,5000,haze,50n,721,Haze,350,6.71
181,Sambava,NaN,100.0,NaN,MG,1573178218.0,85.0,-14.27,50.17,NaN,NaN,MG,NaN,NaN,NaN,NaN,72.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.62
182,Constitucion,4011743,75.0,200,MX,1573177920.0,40.0,23.99,-104.67,1024,71.6,MX,7113,1573132105,1573172179,1,71.6,71.6,-21600,16093,broken clouds,04n,803,Clouds,30,4.7
183,San Luis,NaN,100.0,NaN,AR,1573178220.0,26.0,-33.3,-66.34,NaN,NaN,AR,NaN,NaN,NaN,NaN,75.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.17
184,Fatehpur,NaN,0.0,NaN,PK,1573178221.0,69.0,31.18,71.21,NaN,NaN,PK,NaN,NaN,NaN,NaN,61.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.78
185,Maputo,NaN,100.0,NaN,MZ,1573178112.0,73.0,-25.97,32.57,NaN,NaN,MZ,NaN,NaN,NaN,NaN,70.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.56
186,Kasane,NaN,3.0,NaN,BW,1573178223.0,32.0,-17.8,25.16,NaN,NaN,BW,NaN,NaN,NaN,NaN,72.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.74
187,Kinablangan,NaN,32.0,NaN,PH,1573178225.0,69.0,7.69,126.55,NaN,NaN,PH,NaN,NaN,NaN,NaN,82.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.14
188,Pozhva,NaN,50.0,NaN,RU,1573178226.0,92.0,59.09,56.08,NaN,NaN,RU,NaN,NaN,NaN,NaN,12.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.55
189,Baruun-Urt,NaN,47.0,NaN,MN,1573178228.0,42.0,46.68,113.28,NaN,NaN,MN,NaN,NaN,NaN,NaN,40.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.11
190,Altus,4529292,90.0,200,US,1573178229.0,55.0,34.64,-99.33,1033,38.25,US,3369,1573131795,1573169925,1,39.2,37.4,-21600,16093,overcast clouds,04n,804,Clouds,20,9.17
191,Andreapol,NaN,100.0,NaN,RU,1573178230.0,95.0,56.65,32.27,NaN,NaN,RU,NaN,NaN,NaN,NaN,38.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.23
192,Mantua,3174050,75.0,200,IT,1573177932.0,76.0,45.16,10.79,1004,51.67,IT,6776,1573193079,1573228590,1,53.6,50,3600,8000,broken clouds,04n,803,Clouds,70,6.93
193,Cayhagan,NaN,45.0,NaN,PH,1573178232.0,78.0,9.67,122.43,NaN,NaN,PH,NaN,NaN,NaN,NaN,82.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.63
194,Broken Hill,2173911,75.0,200,AU,1573177902.0,77.0,-31.97,141.45,1013,59,AU,9491,1573155090,1573203859,1,59.0,59,37800,10000,broken clouds,04d,803,Clouds,240,24.16
195,Bandarbeyla,NaN,0.0,NaN,SO,1573178234.0,65.0,9.49,50.81,NaN,NaN,SO,NaN,NaN,NaN,NaN,80.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77
196,Samarai,NaN,100.0,NaN,PG,1573177840.0,68.0,-10.62,150.67,NaN,NaN,PG,NaN,NaN,NaN,NaN,85.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.58
197,College,5859699,90.0,200,US,1573177845.0,73.0,64.86,-147.8,1013,24.35,US,7674,1573149538,1573175449,1,24.8,23,-32400,8047,light snow,13n,600,Snow,20,9.17
198,Bakchar,NaN,100.0,NaN,RU,1573178237.0,96.0,57.02,82.07,NaN,NaN,RU,NaN,NaN,NaN,NaN,35.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9
199,Luena,NaN,97.0,NaN,AO,1573178239.0,91.0,-11.78,19.91,NaN,NaN,AO,NaN,NaN,NaN,NaN,61.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.59
200,Guadalajara,3121070,20.0,200,ES,1573177984.0,69.0,40.63,-3.16,1011,43.61,ES,6421,1573195831,1573232534,1,44.6,42.8,3600,10000,few clouds,02n,801,Clouds,250,10.29
201,San Quintin,NaN,8.0,NaN,PH,1573177905.0,75.0,17.54,120.52,NaN,NaN,PH,NaN,NaN,NaN,NaN,84.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.78
202,Mwense,NaN,96.0,NaN,ZM,1573178242.0,82.0,-10.39,28.7,NaN,NaN,ZM,NaN,NaN,NaN,NaN,65.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.09
203,Paranaiba,NaN,76.0,NaN,BR,1573178243.0,76.0,-19.68,-51.19,NaN,NaN,BR,NaN,NaN,NaN,NaN,76.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.59
204,Svetlogorsk,584051,90.0,200,RU,1573177876.0,93.0,53.14,59.15,1013,44.6,RU,8976,1573182814,1573215641,1,44.6,44.6,18000,10000,overcast clouds,04n,804,Clouds,170,13.42
205,Quimper,2984701,75.0,200,FR,1573178245.0,87.0,48.0,-4.1,998,43.47,FR,6568,1573197087,1573231730,1,46.4,41,3600,10000,broken clouds,04n,803,Clouds,330,9.17
206,Ponta do Sol,NaN,100.0,NaN,BR,1573178246.0,89.0,-20.63,-46.0,NaN,NaN,BR,NaN,NaN,NaN,NaN,70.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.74
207,Avera,4231997,75.0,200,US,1573178247.0,100.0,33.19,-82.53,1018,65.95,US,2827,1573127615,1573166041,1,68.0,64.4,-18000,11265,broken clouds,04n,803,Clouds,327,8.57
208,Ugoofaaru,NaN,75.0,NaN,MV,1573178248.0,74.0,5.67,73.0,NaN,NaN,MV,NaN,NaN,NaN,NaN,82.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.01
209,Ilulissat,3423146,100.0,200,GL,1573177849.0,36.0,69.22,-51.1,NaN,NaN,GL,165,1573128831,1573149738,1,30.2,NaN,-10800,NaN,NaN,NaN,NaN,NaN,NaN,14.99
210,Lavrentiya,NaN,0.0,NaN,RU,1573177916.0,75.0,65.58,-170.99,NaN,NaN,RU,NaN,NaN,NaN,NaN,27.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.88
211,Petropavlovsk-Kamchatskiy,2122104,90.0,200,RU,1573177715.0,100.0,53.05,158.65,999,37.4,RU,8887,1573158885,1573191808,1,37.4,37.4,43200,5000,light intensity shower rain,09d,520,Rain,120,15.66
212,Pevek,NaN,100.0,NaN,RU,1573177873.0,61.0,69.7,170.27,NaN,NaN,RU,NaN,NaN,NaN,NaN,24.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.99
213,Nisia Floresta,3393922,40.0,200,BR,1573178255.0,74.0,-6.09,-35.21,1012,78.8,BR,8417,1573113235,1573157706,1,78.8,78.8,-10800,10000,scattered clouds,03n,802,Clouds,140,10.29
214,Codrington,2160063,0.0,200,AU,1573177878.0,9.0,-28.95,153.24,1003,96.69,AU,9537,1573152561,1573200728,1,98.6,95,39600,10000,clear sky,01d,800,Clear,280,17.22
215,Norman Wells,6089245,75.0,200,CA,1573177877.0,78.0,65.28,-126.83,1025,12.2,CA,951,1573144690,1573170232,1,12.2,12.2,-25200,16093,light snow,13n,600,Snow,290,12.75
216,Mayo,6068416,90.0,200,CA,1573178078.0,85.0,63.59,-135.9,1013,15.8,CA,858,1573146127,1573173148,1,15.8,15.8,-28800,8047,shower rain,09n,521,Rain,21,4.16
217,Koszeg,NaN,100.0,NaN,HU,1573178259.0,97.0,47.39,16.54,NaN,NaN,HU,NaN,NaN,NaN,NaN,42.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.39
218,Kiama,2161515,0.0,200,AU,1573177939.0,22.0,-34.67,150.86,999,77,AU,9594,1573152546,1573201886,1,77.0,77,39600,10000,clear sky,01d,800,Clear,300,20.8
219,Hithadhoo,NaN,0.0,NaN,MV,1573177793.0,70.0,-0.6,73.08,NaN,NaN,MV,NaN,NaN,NaN,NaN,82.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.47
220,Bilyayivka,712488,90.0,200,UA,1573178264.0,100.0,46.48,30.22,1012,51.8,UA,8915,1573188605,1573223737,1,51.8,51.8,7200,200,fog,50n,741,Fog,9,2.55
221,Saint-Francois,2980080,36.0,200,FR,1573178265.0,93.0,46.42,3.91,1003,35.6,FR,6499,1573194917,1573230055,1,35.6,35.6,3600,10000,scattered clouds,03n,802,Clouds,150,5.44
222,Arlit,NaN,0.0,NaN,NE,1573178266.0,14.0,18.74,7.39,NaN,NaN,NE,NaN,NaN,NaN,NaN,80.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.37
223,Ramshir,118805,12.0,200,IR,1573178267.0,82.0,30.89,49.41,1012,68,IR,7447,1573182161,1573220970,1,68.0,68,12600,8000,light rain,10n,500,Rain,320,2.82
224,Vardo,4372777,90.0,200,US,1573177900.0,75.0,39.62,-77.74,1019,46.44,US,4360,1573127154,1573164203,1,50.0,44.6,-18000,16093,light rain,10n,500,Rain,320,12.75
225,Keflavik,3415496,75.0,200,IS,1573178261.0,93.0,64.0,-22.56,1012,36.68,IS,90,1573205629,1573232049,1,37.4,35.6,0,10000,broken clouds,04n,803,Clouds,110,13.87
226,Hit,NaN,0.0,NaN,IQ,1573178270.0,38.0,33.64,42.83,NaN,NaN,IQ,NaN,NaN,NaN,NaN,64.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7
227,Larap,NaN,58.0,NaN,PH,1573178271.0,75.0,14.3,122.65,NaN,NaN,PH,NaN,NaN,NaN,NaN,84.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.95
228,Upernavik,NaN,0.0,NaN,GL,1573177906.0,66.0,72.79,-56.15,NaN,NaN,GL,NaN,NaN,NaN,NaN,8.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1
229,Cabra,2520645,0.0,200,ES,1573178276.0,76.0,37.47,-4.43,1017,43.57,ES,6394,1573195766,1573233209,1,48.2,39.2,3600,10000,clear sky,01n,800,Clear,270,4.7
230,Bontang,NaN,22.0,NaN,ID,1573178277.0,64.0,0.12,117.47,NaN,NaN,ID,NaN,NaN,NaN,NaN,86.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.11
231,Primorsk,NaN,100.0,NaN,RU,1573178278.0,92.0,60.37,28.62,NaN,NaN,RU,NaN,NaN,NaN,NaN,27.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.71
232,Tautira,4033557,75.0,200,PF,1573178279.0,58.0,-17.73,-149.15,1010,87.8,PF,7318,1573139710,1573185925,1,87.8,87.8,-36000,10000,broken clouds,04n,803,Clouds,270,10.29
233,Karratha,NaN,8.0,NaN,AU,1573177926.0,48.0,-20.74,116.85,NaN,NaN,AU,NaN,NaN,NaN,NaN,85.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.38
234,Tuatapere,NaN,19.0,NaN,NZ,1573177883.0,82.0,-46.13,167.69,NaN,NaN,NZ,NaN,NaN,NaN,NaN,52.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.78
235,Tecoanapa,3532499,5.0,200,MX,1573178282.0,79.0,16.99,-99.26,1009,84.2,MX,7103,1573130254,1573171433,1,84.2,84.2,-21600,11265,clear sky,01n,800,Clear,270,8.05
236,Paamiut,NaN,100.0,NaN,GL,1573177886.0,58.0,61.99,-49.67,NaN,NaN,GL,NaN,NaN,NaN,NaN,39.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.91
237,Moerai,NaN,5.0,NaN,PF,1573178206.0,78.0,-22.43,-151.33,NaN,NaN,PF,NaN,NaN,NaN,NaN,73.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.66
238,Nurota,1513087,0.0,200,UZ,1573177929.0,80.0,40.56,65.69,1025,33.8,UZ,9007,1573179285,1573216031,1,33.8,33.8,18000,5000,mist,50n,701,Mist,50,4.7
239,Maraba,3395503,31.0,200,BR,1573178287.0,83.0,-5.35,-49.1,1008,80.6,BR,8403,1573116621,1573160988,1,80.6,80.6,-10800,10000,light rain,10n,500,Rain,66,1.83
240,Sorland,NaN,97.0,NaN,NO,1573177898.0,93.0,67.67,12.69,NaN,NaN,NO,NaN,NaN,NaN,NaN,33.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.34
241,Leningradskiy,NaN,7.0,NaN,RU,1573177921.0,85.0,69.38,178.42,NaN,NaN,RU,NaN,NaN,NaN,NaN,19.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.59
242,Shelburne,6145890,90.0,200,CA,1573178290.0,92.0,44.08,-80.2,1022,28.9,CA,762,1573128305,1573164233,1,30.2,26.6,-18000,1609,light snow,13n,600,Snow,340,3.36
243,Flinders,6255012,0.0,200,AU,1573177896.0,22.0,-34.58,150.85,999,77,AU,9594,1573152558,1573201879,1,77.0,77,39600,10000,clear sky,01d,800,Clear,300,20.8
244,Eatonton,4192800,90.0,200,US,1573178292.0,100.0,33.33,-83.39,1019,62.94,US,2887,1573127836,1573166233,1,64.4,59,-18000,11265,moderate rain,10n,501,Rain,354,9.17
245,Chojnice,NaN,100.0,NaN,PL,1573178293.0,92.0,53.7,17.57,NaN,NaN,PL,NaN,NaN,NaN,NaN,40.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.45
246,Byron Bay,2172880,0.0,200,AU,1573177884.0,9.0,-28.65,153.62,1003,93.24,AU,9537,1573152499,1573200609,1,98.6,82.4,39600,10000,clear sky,01d,800,Clear,280,17.22
247,Surt,NaN,0.0,NaN,LY,1573178295.0,75.0,31.21,16.59,NaN,NaN,LY,NaN,NaN,NaN,NaN,62.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.65
248,Port Hedland,2063042,0.0,200,AU,1573178297.0,5.0,-20.31,118.58,1011,105.8,AU,9585,1573161641,1573208286,1,105.8,105.8,28800,10000,clear sky,01d,800,Clear,190,12.75
249,Yar-Sale,NaN,8.0,NaN,RU,1573177910.0,93.0,66.83,70.83,NaN,NaN,RU,NaN,NaN,NaN,NaN,-7.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.58
250,Saint-Augustin,6138501,40.0,200,CA,1573177903.0,79.0,45.63,-73.98,1019,28.49,CA,861,1573127027,1573162525,1,30.2,24.8,-18000,40233,scattered clouds,03n,802,Clouds,300,5.82
251,Aksu,1524298,90.0,200,KZ,1573178300.0,51.0,52.04,76.93,1016,37.4,KZ,8832,1573178324,1573211596,1,37.4,37.4,21600,10000,overcast clouds,04n,804,Clouds,210,17.9
252,San Jeronimo,NaN,68.0,NaN,PE,1573178217.0,93.0,-13.65,-73.37,NaN,NaN,PE,NaN,NaN,NaN,NaN,49.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92
253,Vao,NaN,100.0,NaN,EE,1573177914.0,98.0,59.1,26.19,NaN,NaN,EE,NaN,NaN,NaN,NaN,33.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4
254,Honningsvag,NaN,74.0,NaN,NO,1573177730.0,82.0,70.98,25.97,NaN,NaN,NO,NaN,NaN,NaN,NaN,29.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.07
255,Roald,3141667,1.0,200,NO,1573178304.0,92.0,62.58,6.12,1011,27.64,NO,1602,1573198157,1573225754,1,28.4,26.6,3600,10000,clear sky,01n,800,Clear,150,4.7
256,Kalmunai,NaN,58.0,NaN,LK,1573178305.0,77.0,7.42,81.82,NaN,NaN,LK,NaN,NaN,NaN,NaN,79.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.43
257,Pasni,NaN,0.0,NaN,PK,1573178306.0,14.0,25.26,63.48,NaN,NaN,PK,NaN,NaN,NaN,NaN,67.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.56
258,Humaita,3838233,90.0,200,AR,1573178307.0,83.0,-24.93,-65.37,1017,73.71,AR,8267,1573119010,1573166409,1,75.2,71.6,-10800,10000,overcast clouds,04n,804,Clouds,360,2.24
259,Necochea,NaN,0.0,NaN,AR,1573178309.0,73.0,-38.55,-58.74,NaN,NaN,AR,NaN,NaN,NaN,NaN,46.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.78
260,Hasanabad,118367,0.0,200,IR,1573178310.0,57.0,35.37,51.24,1022,49.05,IR,7464,1573182168,1573220084,1,50.0,48.2,12600,10000,clear sky,01n,800,Clear,300,4.7
